Unnamed: 0,Text,Aspect,Explanations,Cleaned_Text,Reconstruction_Error,Is_Anomaly
148,I stayed in the psychiatric unit of a hospital for a week,1,psychiatric unit of a hospital,stayed psychiatric unit hospital week,0.0009999999986793628,False
149,"I'm on new meds, I still don't feel any different, I really don't know what to do",1,on new meds,'m new med still n't feel different really n't know,0.000999999999503348,False
150,"Um, so I'm 13 and I have depression and anxiety, but I'm only on medication for anxiety until I get my depression medication later",1,only on medication,um 'm 13 depression anxiety 'm medication anxiety get depression medication later,0.0009999999986814684,False
151,"The only joy I get is from sex, drugs, and alcohol and only those are temporary",1,"drugs, alcohol, only joy I get is from sex",joy get sex drug alcohol temporary,0.0009999999999976803,False
152,I got diagnosed with a pretty serious autoimmune disease about 5 months ago,1,serious autoimmune disease,got diagnosed pretty serious autoimmune disease 5 month ago,0.0009999999988362118,False
153,"As I was trying to fall asleep, I started to hear weird things coming from outside my bedroom",1,hear weird things,trying fall asleep started hear weird thing coming outside bedroom,0.0009999999698609003,False
154,"I love all of them very much, but they don‚Äôt know they‚Äôre talking to a ghost",1,talking to a ghost,love much don⊚Öôt know they⊚Öôre talking ghost,0.0009999999967942187,False
155,"is this a depression thing? is this a medication thing? (i'm on lamictal, lexapro and seroquel)",1,medication,depression thing medication thing 'm lamictal lexapro seroquel,0.0009999999992736843,False
156,"This year was a shit, the finances in my house were rockbottom, the health problems get bigger by the time and the success is not even around us, but I'm by my own, right? Just had a motorcycle accident the day before yesterday and it was definitely a mistake",1,"health problems get bigger, motorcycle accident",year shit finance house rockbottom health problem get bigger time success even around u 'm right motorcycle accident day yesterday definitely mistake,0.000999999983359199,False
157,The doctors have no further suggestions but ECT,1,ECT,doctor suggestion ect,0.0009999999999154743,False
158,I'm sick about everything,1,sick about everything,'m sick everything,0.000999999969298305,False
159,"I stopped taking my medication impulsively, I was taking depakote 250mg once a day for about 2 months and stopped taking it for about 4 days now",1,medication,stopped taking medication impulsively taking depakote 250mg day 2 month stopped taking 4 day,0.0009999999999805401,False
160,Headaches at night I get tired at night but still manage to sleep late Even on medication I still feel the depression and hopelessness strongly,1,medication,headache night get tired night still manage sleep late even medication still feel depression hopelessness strongly,0.000999999999579377,False
161,I recently got diagnosed bipolar last september,1,bipolar,recently got diagnosed bipolar last september,0.0009999999999031168,False
162,I was prescribed Mirtazapine some time ago because of depression and insomnia and I have been taking it for a month now,1,"prescribed Mirtazapine, insomnia",prescribed mirtazapine time ago depression insomnia taking month,0.0009999999972374277,False
163,I've been dealing with a depressive episode (biopolar) for a while,1,dealing with a depressive episode (biopolar),'ve dealing depressive episode biopolar,0.0009999999186664846,False
164,"Recently diagnosed with Dysthymia w/ anxiety, I've been suffering through this for years but only started getting help in the last year",1,diagnosed with Dysthymia w/ anxiety,recently diagnosed dysthymia w/ anxiety 've suffering year started getting help last year,0.000999999999324151,False
165,"I'm on my 4th antidepressant (zoloft, wellbutrin, lexapro, effexor) now with no success",1,"antidepressant (zoloft, wellbutrin, lexapro, effexor)",'m 4th antidepressant zoloft wellbutrin lexapro effexor success,0.0009999999999997745,True
166,They smoke weed and have also told me about times when they've done cocaine,1,"smoke weed, cocaine",smoke weed also told time 've done cocaine,0.0009999999998533654,False
167,I think I have an addictive personality and cocaine might not be a good thing for me to try,1,"addictive personality, cocaine",think addictive personality cocaine might good thing try,0.0009999999997347896,False
168,"For the past several years I've started the year either depressed, literally on the verge of suicide, or high as fuck, and the rest of the year always mirrored that, proving my paranoia right",1,paranoia,past several year 've started year either depressed literally verge suicide high fuck rest year always mirrored proving paranoia right,0.0009999999959338954,False
169,"But it's 4:45am on jan 1st now and I'm drunk as hell because I ran out of weed so I couldn't sleep and now I'm suicidal as well and I can't help but feeling like 2018 is going to be a whole other year of drugs and booze and depression and it's like, what's the point? Why don't I just end it now? I just want to die lmfao I can't even bring in the new year right, I've screwed everything?? Fuck Where do I even go from here?",1,"drunk as hell, weed",'s 4:45am jan 1st 'm drunk hell ran weed could n't sleep 'm suicidal well ca n't help feeling like 2018 going whole year drug booze depression 's like 's point n't end want die lmfao ca n't even bring new year right 've screwed everything fuck even go,0.0009999999999990945,True
170,"How often is it that a suicidal person actually goes through with it eventually? Like if someone was suicidal years ago but had some help and got a little better, how often is it that hey'd have a sort of relapse? Sorry, I'm feeling super hopeless right now and I don't know if I want good news or bad news (to be honest I'm not really sure which is which either)",1,relapse,often suicidal person actually go eventually like someone suicidal year ago help got little better often hey 'd sort relapse sorry 'm feeling super hopeless right n't know want good news bad news honest 'm really sure either,0.0009999999997166765,False
171,"Plus, just took a ritalin pill so I'll be fucked after the ride",1,just took a ritalin pill,plus took ritalin pill 'll fucked ride,0.0009999999999997932,True
172,"But I had a period where for 2 days I had worsening of depressive symptoms, suicidal thoughts and very impulsive - like - uncontrollable anxiety (with constant shaking for 2 days straight)",4,uncontrollable anxiety,period 2 day worsening depressive symptom suicidal thought impulsive like uncontrollable anxiety constant shaking 2 day straight,0.0009999999726872644,False
173,I of course didn't bring this up to my doctor and I am now wondering is it possible that the drugs used to self medicate might be causing alternative effects with the antidepressants? The effexor seems to be a better fit for me as I didn't have many side effects but I still had a similar episode I had before,1,self medicate,course n't bring doctor wondering possible drug used self medicate might causing alternative effect antidepressant effexor seems better fit n't many side effect still similar episode,0.0009999999998197074,False
174,"It all starts with a painful headache, then horrible thoughts and followed by uncontrollable anxiety that doesn't seem to die down",4,uncontrollable anxiety,start painful headache horrible thought followed uncontrollable anxiety n't seem die,0.000999999999422454,False
175,I remember I self medicated the second time in hopes it would stop the episode but that either didn't work or made it worse,1,self medicate,remember self medicated second time hope would stop episode either n't work made worse,0.0009999999992615044,False
176,My drug of choice is Red Bull,1,drug of choice is Red Bull,drug choice red bull,0.000999999999441124,False
177,"Over the past 4 years I've dealt with many suicides, overdoses and death",1,overdoses,past 4 year 've dealt many suicide overdoses death,0.0009999999446470692,False
178,"Just the idea of being able to leave this reality and just be drunk alone at home is comforting, not needing to care or be there",1,drunk,idea able leave reality drunk alone home comforting needing care,0.0009999999931435688,False
179,"I just got too drunk, is all",1,drunk,got drunk,0.0009999999997442725,False
180,She wasn't just too drunk,1,drunk,n't drunk,0.0009999999999910736,False
181,"I took my pocket knife, washed it, and started cutting on my right arm",1,started cutting on my right arm,took pocket knife washed started cutting right arm,0.0009999999365893424,False
182,"If I can feel pain, I'm worth living, right? I don't even know anymore",1,feel pain,feel pain 'm worth living right n't even know anymore,0.0009999999997865414,False
183,"I‚Äôm about an hour away from the it being 2018 and like every year, I‚Äôm alone and a little drunk",1,drunk,i⊚Öôm hour away 2018 like every year i⊚Öôm alone little drunk,0.0009999999999286346,False
184,"Over the past few years, health and ED fucked up sex life to point wife wont even try anymore",1,health and ED,past year health ed fucked sex life point wife wont even try anymore,0.0009999999927758896,False
185,Past year she has become an online gaming addict and you have to drag her away from the machine,1,addict,past year become online gaming addict drag away machine,0.0009999999996368467,False
186,Everyone is out getting drunk and being reckless (like every other 19 year old),1,drunk and being reckless,everyone getting drunk reckless like every 19 year old,0.0009999999986284713,False
187,"Everyone is out drinking, smoking weed, blowing off fireworks, and having sex",1,"drinking, smoking weed",everyone drinking smoking weed blowing firework sex,0.0009999999999030676,False
188,"That was also the year I got suspended for drug use (I attended a boarding school), and subsequently got waitlisted at 5 top 20 schools that I would have got into if it hadn't been for my suspension",1,suspended for drug use,also year got suspended drug use attended boarding school subsequently got waitlisted 5 top 20 school would got n't suspension,0.0009999999765287323,False
189,I have been taking Sertraline for 9 months and was on max dosage and after 3 months everything got better,1,Sertraline for 9 months and was on max dosage,taking sertraline 9 month max dosage 3 month everything got better,0.0009999999999916807,False
190,"I read about others but I didn‚Äôt truly understand how intense they are, my mindset is going back to what is was, I slept 2 hours maximum a night, I have constant brain zaps, sweats",1,"slept 2 hours maximum a night, brain zaps",read others didn⊚Öôt truly understand intense mindset going back slept 2 hour maximum night constant brain zap sweat,0.0009999999717368714,False
191,Ive recently had the alpha stim bought for me by a parent,1,alpha stim bought for me by a parent,ive recently alpha stim bought parent,0.0009999999999981523,False
192,"I need some sort of support or some shit, I‚Äôve been fucked by depression for years and now I found a lump on my testicle",1,found a lump on my testicle,need sort support shit i⊚Öôve fucked depression year found lump testicle,0.0009999999993186588,False
193,"I hate taking my pills, I feel so numb and dizzy",1,hate taking my pill,hate taking pill feel numb dizzy,0.0009999999994528847,False
194,"Let me start by saying I'm not an addict, but it was my first time trying opiates",1,trying opiates,let start saying 'm addict first time trying opiate,0.0009999999999368433,False
195,"Everything was going fine until I started sweating buckets, getting an intense itch, throwing up, and falling in and out of consciousness",1,"getting an intense itch, and falling in and out of consciousness",everything going fine started sweating bucket getting intense itch throwing falling consciousness,0.0009999999999996526,True
196,"About a month ago, I was moderately depressed but a video triggered what I thought was euphoria in me",1,euphoria,month ago moderately depressed video triggered thought euphoria,0.0009999999999967897,False
197,"At first, it didn't feel like it, I felt realllly good, but then I thought, ""I haven't felt like this, my heart is racing, this must be anxiety"" and then it changed to another anxiety episode",1,heart is racing,first n't feel like felt realllly good thought `` n't felt like heart racing must anxiety '' changed another anxiety episode,0.0009999999999776034,False
198,"damn, at least some fcking alcohol would have made this shitty, depressing-ass night a little easier",1,alcohol,damn least fcking alcohol would made shitty depressing-ass night little easier,0.0009999999563434145,False
199,"that's what everyone else is doing anyway, getting black-out drunk",1,getting black-out,'s everyone else anyway getting black-out drunk,0.000999999999918635,False
200,I have several autoimmune disorders (lupus is the main) and have a hard time keeping on weight,1,"have several autoimmune disorders, lupus is the main",several autoimmune disorder lupus main hard time keeping weight,0.0009999999952588928,False
201,I‚Äôm in a lot of pain,1,lot of pain,i⊚Öôm lot pain,0.0009999999993699946,False
202,We were all kind of drunk and my boyfriend's friend asked a friend of mine if he take a shot from her belly button and she said no,1,drunk,kind drunk boyfriend 's friend asked friend mine take shot belly button said,0.00099999999999864,False
203,"I'm worse off than I've been in a long time, and attempted suicide 4 times in the past 3 months, ending up with two hospitalizations and being committed to behavioral center",1,ending up with two hospitalizations and being committed to behavioral center,'m worse 've long time attempted suicide 4 time past 3 month ending two hospitalization committed behavioral center,0.0009999999959234502,False
204,I just wanna sleep and never wake up,1,sleep and never wake up,wan na sleep never wake,0.0009999999999198278,False
205,i was only a slefish stoner that smoked everyday,1,smoked everyday,slefish stoner smoked everyday,0.000999999919649207,False
206,i wake up and i go to sleep crying pretty much every night,1,go to sleep crying,wake go sleep cry pretty much every night,0.0009999999867258372,False
207,I'm still able to do daily tasks but my minds all ways blank when I do them when I do think it's usually a long thought about deppressing stuff or it's quick thoughts,1,minds all ways blank,'m still able daily task mind way blank think 's usually long thought deppressing stuff 's quick thought,0.0009999999999623325,False
208,Sometimes I get the urge to choke myself with my hands and one time I scratched myself very hard and the next day a scab formed where I scratched,1,"urge to choke myself, scratched myself",sometimes get urge choke hand one time scratched hard next day scab formed scratched,0.0009999999970945743,False
209,"I've had four heart attacks due to bad genetics and i'm only 25, and i need to know what i need to do next",1,had four heart attacks due to bad genetics,'ve four heart attack due bad genetics 'm 25 need know need next,0.0009999999994582916,False
210,"Now I can't stop thinking about self harming, which I haven't done since I was 15, that was 8 years ago",1,can't stop thinking about self harming,ca n't stop thinking self harming n't done since 15 8 year ago,0.0009999999644570504,False
211,"I can't distract myself from these thoughts anymore, I know I'm going relapse into my eating disorder and I'm just fucking exhausted with this",1,eating disorder,ca n't distract thought anymore know 'm going relapse eating disorder 'm fucking exhausted,0.0009999999978691715,False
212,"A lonely hurt in my lower chest, a mild stomachache, and despair",1,"hurt in my lower chest, a mild stomachache",lonely hurt lower chest mild stomachache despair,8.150791030923147e-11,False
213,After multiple admissions to hospital and trying heaps of different medication my doctor has recommended I try TMS,1,different medication,multiple admission hospital trying heap different medication doctor recommended try tm,0.0009999999999858692,False
214,I know there are tons of different kinds of medication so how does the doctor know which one to prescribe? Do you have a say in which antidepressants you're leaning towards? I know some of them have severe side effects so I'm wondering if after they've talked with you to inspect you if they give you a choice from a list they feel is best or if they usually start you off the bat with one kind of medication without questions asked,1,severe side effects,know ton different kind medication doctor know one prescribe say antidepressant 're leaning towards know severe side effect 'm wondering 've talked inspect give choice list feel best usually start bat one kind medication without question asked,0.000999999999452733,False
215,I was planning a tattoo to get that would cover all my old scars,1,cover all my old scars,planning tattoo get would cover old scar,0.000999999999345414,False
216,"‚Äù When I got home, I got into comfortable pajamas and researched lethal doses of the medicines I have in my cabinet",1,researched lethal doses,⊚Öù got home got comfortable pajama researched lethal dos medicine cabinet,0.0009999997610263794,False
217,I started the new year drunk and now first time high,1,drunk and now first time high,started new year drunk first time high,0.0009999999992195052,False
218,"Pretty much the title (for depression) but I booked it when I was drunk and really fucked up, now I'm not so sure because my anxiety is kicking in",1,booked it when I was drunk and really fucked up,pretty much title depression booked drunk really fucked 'm sure anxiety kicking,0.0009999999949712724,False
219,seroquel has helped keep me stabile but instead of getting mania like I used too just tend to be on a consistent level of depression,1,instead of getting mania,seroquel helped keep stabile instead getting mania like used tend consistent level depression,0.0009999999993566078,False
220,It bothers me that you can have fun unless you drink and act dumb with other people,1,drink,bother fun unless drink act dumb people,0.0009999999935315796,False
221,"I‚Äôve been seeing the same Psych for years, however am considering switching to a psychiatrist because I‚Äôve been on the same low dose of fluoxetine for years",1,been on the same low dose of fluoxetine for year,i⊚Öôve seeing psych year however considering switching psychiatrist i⊚Öôve low dose fluoxetine year,0.0009999999997034438,False
222,"I‚Äôve always been depressed feeling and I self harmed when I was a teenager, but it was never like this",1,self harmed,i⊚Öôve always depressed feeling self harmed teenager never like,0.0009999999999944264,False
223,"I think child birth triggered something because this all started with the intense sadness after having my first son (I‚Äôm assuming it was Postpartum Depression, but I never reached out",1,Postpartum Depression,think child birth triggered something started intense sadness first son i⊚Öôm assuming postpartum depression never reached,0.0009999998095902,False
224,I played the sims had a few drinks and smoked weed and went to sleep at 11,1,smoked weed,played sims drink smoked weed went sleep 11,0.0009999999997647845,False
225,"A few weeks ago I noticed I started getting really fatigued, I couldn‚Äôt drag myself out of bed, and by late afternoon I was a zombie",1,really fatigued,week ago noticed started getting really fatigued couldn⊚Öôt drag bed late afternoon zombie,0.0009999999998987587,False
226,Is this a type of agitated depression? I don‚Äôt have a history of bipolar,1,history of bipolar,type agitated depression don⊚Öôt history bipolar,0.0009999999999908446,False
227,"my heart is beating so fast and i feel so worried and anxious, i feel suffocated",1,heart is beating so fast,heart beating fast feel worried anxious feel suffocated,0.000999999912356411,False
228,"The lack of energy, loss of interest in enjoyed activities",1,lack of energy,lack energy loss interest enjoyed activity,0.0009999999997646536,False
229,"In other words, I‚Äôve been self-medicating nightly for 3 or 4 decades, a moderate to heavy drinker",1,heavy drinker,word i⊚Öôve self-medicating nightly 3 4 decade moderate heavy drinker,0.0009999999902786383,False
230,Like seriously I can just be driving and I'll have a breakdown and start crying,4,"breakdown, start crying",like seriously driving 'll breakdown start cry,0.00099999999780393,False
231,"It‚Äôs just a constant state of ‚ÄúYou‚Äôre super depressed, isolate yourself from everyone because your a poison, waste your day away, think about progressing in life but of course you won‚Äôt do anything, etc I just feel like I have a mild OCD and I can‚Äôt stop obsessing over my mental health and how I‚Äôm slowly rotting",1,have a mild OCD,it⊚Öôs constant state ⊚Öúyou⊚Öôre super depressed isolate everyone poison waste day away think progressing life course won⊚Öôt anything etc feel like mild ocd can⊚Öôt stop obsessing mental health i⊚Öôm slowly rotting,0.0009999999956842628,False
232,5mg for about 3month with no issues for panic/anxiety attack but this week has been the worse for me,1,panic/ anxiety attack,5mg 3month issue panic/anxiety attack week worse,0.0009999999921102205,False
233,Bonus points if you plead with a cab driver to drop you off at a famous-for-suicides bridge so you can jump off,1,so you can jump off,bonus point plead cab driver drop famous-for-suicides bridge jump,0.0009999999998250163,False
234,That‚Äôs how they are-I can‚Äôt do things my way cause I‚Äôm an immature autistic 23 year old who‚Äôs only staying with them because they offered me a place to stay while I build up money and looked for housing,1,"an immature autistic 23 year old, build up money",that⊚Öôs are-i can⊚Öôt thing way cause i⊚Öôm immature autistic 23 year old who⊚Öôs staying offered place stay build money looked housing,0.0009999999999578707,False
235,"Since then, I've been on meds and doing therapy",1,been on meds and doing therapy,since 've med therapy,0.0009999999996435738,False
236,"I'm day drunk, miserable, and not feelin the pills",1,day drunk,'m day drunk miserable feelin pill,0.00099999991291961,False
237,"I cut my wrists, arms, veins on joints both vertically and horizontally",1,"cut my wrists, arms",cut wrist arm vein joint vertically horizontally,0.0009999999997088924,False
238,I finally told my parents I was depressed and now they're getting me a therapist,1,therapist,finally told parent depressed 're getting therapist,0.0009999999999955789,False
239,"Hey all, I've been on Lexapro (generic) for a couple years now, no issues",1,been on Lexapro (generic),hey 've lexapro generic couple year issue,0.0009999999999649803,False
240,I'm concerned with the possibility of seizures,1,concerned with the possibility of seizures,'m concerned possibility seizure,0.0009999999960729838,False
241,They always say I‚Äôm paranoid and that I‚Äôm making everything up,1,paranoid,always say i⊚Öôm paranoid i⊚Öôm making everything,0.0009999999999577799,False
242,"For about a year and a half now, I've been having these really bad headaches that usually last for days",1,headaches,year half 've really bad headache usually last day,0.0009999999999833241,False
243,"- right around 8-9 at night every night I start to get really bored, and I always get the urge to smoke a bowl or drink a few beers just for something to do",1,"urge to smoke, drink",right around 8-9 night every night start get really bored always get urge smoke bowl drink beer something,0.0009999999999411124,False
244,"I hate my breasts they look fkn huge (But they look average sometimes which is good) I hate my shitty stomach that sticks out too much, I hate my fat arms, I hate everything about my face but I specifically hate my face shape, nose, lips and forehead",1,"shitty stomach that sticks out, hate my breasts",hate breast look fkn huge look average sometimes good hate shitty stomach stick much hate fat arm hate everything face specifically hate face shape nose lip forehead,0.0009999999998100528,False
245,"Whenever i try to feel better about myself, someone rips me down",1,someone rips me down,whenever try feel better someone rip,0.0009999999997518292,False
246,I'm 17 and I think i have body dysmorphia disorder,1,body dysmorphia disorder,'m 17 think body dysmorphia disorder,0.0009999999995718928,False
247,I fixate on everything and constantly look at the mirror at my flaws,1,"my flaws, fixate on everything",fixate everything constantly look mirror flaw,0.0009999999996909302,False
248,"Now my question: does any of you have experience with taking those meds while smoking weed? I have not smoked any since i started my meds, but im thinking about maybe having a joint when i get home (im abroad for the holidays)",1,"smoking weed, taking those meds",question experience taking med smoking weed smoked since started med im thinking maybe joint get home im abroad holiday,0.0009999999999645763,False
249,I have suffered from my clinical depression for almost one to two years Every day I wake up in misery and tiredness I feel miserable all the time How can people live like that for years???,1,suffered from my clinical depression for almost one to two years,suffered clinical depression almost one two year every day wake misery tiredness feel miserable time people live like year,0.0009999999976774104,False
250,I have Asperger's Syndrome,1,Asperger's Syndrome,asperger 's syndrome,0.0009999999999985116,False
251,"It's been a long couple years and I've really tried, 4 therapists, so many medications, daily exercise, diet changes",1,"4 therapists, so many medications, daily exercise, diet changes",'s long couple year 've really tried 4 therapist many medication daily exercise diet change,0.0009999999965849013,False
252,"*Meds, thanks autocorrect",1,Meds,med thanks autocorrect,0.0009999999491661956,False
253,Questions cloud my mind such as will I ever be the person that I once was? Will I ever feel some sort of acceptance from myself and from others? Will all of this become too much and I end up killing myself because of it? Ive started to self destruct and I am now drinking almost everyday,1,drinking almost everyday,question cloud mind ever person ever feel sort acceptance others become much end killing ive started self destruct drinking almost everyday,0.000999999867415159,False
254,How can i convince him into rehab/further therapy? He's also on meds but they dont seem to work because of drugs,1,rehab,convince rehab/further therapy 's also med dont seem work drug,0.0009999999999921192,False
255,"I'm ALWAYS uncomfortable, Whether it's OCD, social anxiety, or self consciousness",1,OCD,'m always uncomfortable whether 's ocd social anxiety self consciousness,0.0009999999999368684,False
256,"I‚Äôm struggling with alcoholism, depression, anxiety, and self harm",1,alcoholism,i⊚Öôm struggling alcoholism depression anxiety self harm,0.0009999999762373374,False
257,"It's so frustrating because I really do consider myself an ambitious and goal-oriented person, but the smallest things (even taking a shower or brushing my teeth) feel physically and mentally impossible at the moment",1,physically and mentally impossible at the moment,'s frustrating really consider ambitious goal-oriented person smallest thing even taking shower brushing teeth feel physically mentally impossible moment,0.00099999999744663,False
258,All these bull shit new year post makes me sick,1,sick,bull shit new year post make sick,0.0009999999373572134,False
259,I'm a 17 years old male and I have been diagnosed with a really fucked up case of ADHD,1,ADHD,'m 17 year old male diagnosed really fucked case adhd,0.0009999999996814593,False
260,"My therapist told me that it isn't depression, but then what is it? I have ALL symptoms, and I'm in a hole so deep I can't see the sun anymore",1,can't see the sun anymore,therapist told n't depression symptom 'm hole deep ca n't see sun anymore,0.0009999999999773727,False
261,"Probably doesn't help that I welcomed it with coke, booze and weed",1,weed,probably n't help welcomed coke booze weed,0.0009999999999510995,False
262,But in reality I've been thinking for weeks about where I can cut where no one will know,1,cut where no one will know,reality 've thinking week cut one know,0.0009999999999542606,False
263,"I have such intense flashbacks about the trauma I had through therapy and being held at a hospital where the staff were horrible to the patients, I break down crying",1,"trauma, I had through therapy and being held at a hospital where the staff were horrible to the patients",intense flashback trauma therapy held hospital staff horrible patient break cry,0.0009999999945135116,False
264,"5 Effexor 2nd &amp; 3rd week: 20mg Celexa &amp; 75mg effexor 4th week: 10mg Celexa &amp; 150mg Effexor 5th week: Psychiatrist appointment Now, i'm on week 3 taking 20mg Celexa &amp; 75mg Effexor and i'm starting to get very depressed",1,Psychiatrist appointment,5 effexor 2nd amp 3rd week 20mg celexa amp 75mg effexor 4th week 10mg celexa amp 150mg effexor 5th week psychiatrist appointment 'm week 3 taking 20mg celexa amp 75mg effexor 'm starting get depressed,0.000999999999787813,False
265,"Hi all fellow friends who are suffering from depression! I have IBS, suffer from sleep paralysis almost every single night, be a paranoiac",1,"have IBS, suffer from sleep paralysis almost every single night, be a paranoiac",hi fellow friend suffering depression ibs suffer sleep paralysis almost every single night paranoiac,0.0009999999999567935,False
266,i have 34 375 mg tablets and alcohol,1,have 34 375 mg tablets and alcohol,34 375 mg tablet alcohol,0.0009999999999707279,False
267,i just want to know if it will hurt and how long it will take,1,if it will hurt and how long it will take,want know hurt long take,0.0009999999803383649,False
268,Most of the time I'm usually either numb or kinda content but then suddenly my chest wells up and shit like this happens and I have no clue why,1,chest wells up,time 'm usually either numb kinda content suddenly chest well shit like happens clue,0.0009999999999632879,False
269,"It started seven years ago, just some muscle aches, swelling, with a dull pain, which I pretended was better after some ibuprofen, but it persisted",1,"muscle aches, swelling",started seven year ago muscle ache swelling dull pain pretended better ibuprofen persisted,0.0009999999995755247,False
270,"I recently opened up to a family member that I take 2 medications for my depression (and for anxiety &amp; PTSD), and I have trouble explaining how they work for me, and how I feel/think/am with and without them",1,PTSD,recently opened family member take 2 medication depression anxiety amp ptsd trouble explaining work feel/think/am without,0.000999999993153861,False
271,"I've been on 2 different meds in the past, and they either didn't work, or wore off after a few months so I never went back to the doctor to try others",1,been on 2 different meds in the past,'ve 2 different med past either n't work wore month never went back doctor try others,0.0009999999921398623,False
272,"Within the last nine months, I‚Äôve begun feeling like my blood sugar is low all the time, and I‚Äôve stopped exercising because I felt like I was going to pass out afterward",1,begun feeling like my blood sugar is low all the time,within last nine month i⊚Öôve begun feeling like blood sugar low time i⊚Öôve stopped exercising felt like going pas afterward,0.000999999999969923,False
273,I felt it was needed I take stupid amounts of drugs and alcohol because I don't care anymore I'm resigned that I will take my life through suicide or accidental overdose,1,"stupid amounts of drugs and alcohol, I'm resigned that I will take my life through suicide or accidental overdose",felt needed take stupid amount drug alcohol n't care anymore 'm resigned take life suicide accidental overdose,0.0009999999995112978,False
274,I only eat 500-800 calories a day,1,only eat 500-800 calories a day,eat 500-800 calorie day,0.0009999999995738385,False
275,I wear three waist trimmers at all times and exercise 3-4 hours a day,1,exercise 3-4 hours a day,wear three waist trimmer time exercise 3-4 hour day,8.150791030923147e-11,False
276,"I'm 5'8"" and weigh 105 pounds but I want to get to 100",1,"5'8"" and weigh 105 pounds but I want to get to 100",'m 5 8 '' weigh 105 pound want get 100,0.0009999999999913054,False
277,I feel like such a fat and ugly slob and I want to cry every time I look in the mirror,1,feel like such a fat and ugly slob,feel like fat ugly slob want cry every time look mirror,0.0009999999999999972,True
278,im sitting in front of a brand new laptop with my wisky in hand and i have no self worth at all,1,wisky in hand,im sitting front brand new laptop wisky hand self worth,0.0009999999995523178,False
279,I guess I also kinda drank too much alcohol (which is why I told myself to quit it this year - wish me luck),1,too much alcohol,guess also kinda drank much alcohol told quit year wish luck,0.0009999999999156133,False
280,"Succumbed to alcohol, failing college and getting kicked out my dorm",1,"Succumbed to alcohol, failing college and getting kicked out my dorm",succumbed alcohol failing college getting kicked dorm,0.000999999999980518,False
281,"Now that I am a bit older and have had the illness for so long, I'm kinda more just okay with it? Like I used to get more triggered and depressed simply because I was self-aware that I had an illness, but now that's gone",1,illness,bit older illness long 'm kinda okay like used get triggered depressed simply self-aware illness 's gone,0.0009999999999991563,True
282,"Phone calls give me anxiety, I know I'm going to have a bout of PTSD related to driving, I'm going to feel guilty about wrecking my parents' car, but I'm okay",1,PTSD,phone call give anxiety know 'm going bout ptsd related driving 'm going feel guilty wrecking parent car 'm okay,0.0009999999925710459,False
283,What was it like? How much did you take? I'm just curious as to what an OD is like,1,curious as to what an OD is like,like much take 'm curious od like,0.0009999999522955407,False
284,Pretty sure I spelt that wrong but I was very recently (a few hours ago) updated to 250mg sertraline and I woke up with a horrible migraine and it‚Äôs so bad I can‚Äôt go back to sleep,1,updated to 250mg sertraline,pretty sure spelt wrong recently hour ago updated 250mg sertraline woke horrible migraine it⊚Öôs bad can⊚Öôt go back sleep,0.000999999999315772,False
285,I've been on a medical/sick leave since my depression has been really bad for the past few weeks (almost a month),1,been on a medical/sick leave,'ve medical/sick leave since depression really bad past week almost month,0.0009999999998542477,False
286,"The SSRIs completely took away my depression, but didn't resolve my anxiety or OCD",1,"The SSRIs completely took away my depression, but didn't resolve my anxiety or OCD",ssri completely took away depression n't resolve anxiety ocd,0.0009999999994790966,False
287,"About 3 years ago my dad got sick with cancer and went through all the treatments, radiation, surgeries, chemotherapy and eventually when all else failed, immunotherapy",1,dad got sick with cancer and went through all the treatments,3 year ago dad got sick cancer went treatment radiation surgery chemotherapy eventually else failed immunotherapy,0.0009999999058796496,False
288,Have / had anyone ever been on sertraline (Zoloft) 300mg or more? Did it work better for you? Did any adverse effect happen? Have / had anyone ever been on bupropion XL (Wellbutrin XL) 450mg or more? Did it work better for you? Did any adverse effect happen? (I have known that this medicine can increase seizure risk when in high dose,1,been on sertraline (Zoloft) 300mg or more,anyone ever sertraline zoloft 300mg work better adverse effect happen anyone ever bupropion xl wellbutrin xl 450mg work better adverse effect happen known medicine increase seizure risk high dose,0.0009999999989472052,False
289,I have got 3 panic attacks in the last 5 days,1,panic attacks,got 3 panic attack last 5 day,0.0009999999993322722,False
290,"I have been trying to have a baby for the last 4 years and after several miscarriages, and late periods here I am empty handed",1,trying to have a baby for the last 4 years and after several miscarriages,trying baby last 4 year several miscarriage late period empty handed,0.0009999999681620574,False
